,Tweet ID
418,1320775951781744641
419,1320757084225495042
420,1320743992275980288
421,1320741987973099525
422,1320739460842180610
423,1320736944238809099
424,1320734430881697793
425,1320716067111653378
426,1320516150988451841
427,1320507935756328960
428,1320500637352693761
429,1320485537782878208
430,1320477737249722369
431,1320463895295893505
432,1320458106757926927
433,1320449802094714880
434,1320426649410625536
435,1320417890911330304
436,1320417338026491904
437,1320401735534268416
438,1320394690789855233
439,1320385240171511809
440,1320372291486662656
441,1320362476714795009
442,1320349894050156544
443,1320164924803383298
444,1320154858654056449
445,1320151335199756288
446,1320137745696649216
447,1320130447649636352
448,1320122899655634944
449,1320114298878939136
450,1320102491157983232
451,1320084095679057922
452,1320081374448025600
453,1320075586442809344
454,1320071308193918978
455,1320062504068911105
456,1320058976885760003
457,1320055705416523778
458,1320041360771051522
459,1320034854575181824
460,1320020154936295425
461,1319997068765581312
462,1319988764249305089
463,1319811093422800897
464,1319796141567819776
465,1319790457560379393
466,1319786992125751302
467,1319784648227065859
468,1319757238593048577
469,1319740377486688257
470,1319732324616077315
471,1319723264927649792
472,1319714530507825154
473,1319698853830983682
474,1319686774441058306
475,1319674946482819073
476,1319666310133985282
477,1319655065708355585
478,1319643992523296769
479,1319480014857998338
480,1319473619941031937
481,1319472613035528192
482,1319471858027122688
483,1319469844920627201
484,1319468838195396608
485,1319468334845513729
486,1319465818300690433
487,1319464056621813765
488,1319463301995266048
489,1319461625427099651
490,1319460281936793600
491,1319459778989469696
492,1319458523177156610
493,1319458227160076292
494,1319457010312675333
495,1319456758734225414
496,1319455248868663296
497,1319454865286926336
498,1319453990325661698
499,1319452732114259970
500,1319452480451694593
501,1319450467265433601
502,1319448963443982337
503,1319448453911441408
504,1319446692236791814
505,1319435367653593088
506,1319432096172081154
507,1319420772469727232
508,1319410705364373505
509,1319392082436476930
510,1319367926483476481
511,1319349804099653633
512,1319346532584288256
513,1319328916499124224
514,1319322877062049792
515,1319294943110729730
516,1319286134564933633
517,1319247631089094657
518,1319117774916997121
519,1319105386666930176
520,1319090595814670336
521,1319073483943407617
522,1319063416787619844
523,1319054608916901891
524,1319032499456987136
525,1319021893446492162
526,1319010458414665728
527,1319006793931100162
528,1319003018956886020
529,1318998087176802304
530,1318984450328399873
531,1318960740657672193
532,1318937589097717760
533,1318919971653578752
534,1318915442153562115
535,1318753877076881408
536,1318714870024540160
537,1318701028997517314
538,1318691465959268353
539,1318674605192761350
540,1318654724057518080
541,1318646240956108808
542,1318638114429173767
543,1318627796365856768
544,1318618886674186241
545,1318609173727281155
546,1318598926262480898
547,1318598925075566592
548,1318598924131860481
549,1318585266542538754
550,1318582246320738304
551,1318578975216750599
552,1318561610235981824
553,1318361290306392064
554,1318357515680116737
555,1318352230458609664
556,1318342919305166850
557,1318328574881918976
558,1318322534937395200
559,1318286327721480194
560,1318275726752256000
561,1318266163726487558
562,1318237222764642304
563,1318216587212582913
564,1318211701435736070
565,1318182614570692608
566,1318170176660135936
567,1317993870257389568
568,1317978773707345920
569,1317966186907226113
570,1317952345544794112
571,1317945733958537218
572,1317942279353454592
573,1317934981432430592
574,1317918374341476353
575,1317907047099191297
576,1317895724105895939
577,1317881721111539719
578,1317873073345921024
579,1317865525012131841
580,1317844887614771200
581,1317832808254083072
582,1317623931914813444
583,1317605057215500289
584,1317589957704355843
585,1317574858302128129
586,1317554725596942336
587,1317545917776564224
588,1317525784836382721
589,1317510433851412482
590,1317501610923261956
591,1317499360947654658
592,1317488036851089410
593,1317472937159610373
594,1317465638953168899
595,1317262047420190720
596,1317252484071624708
597,1317243927817113600
598,1317230581994811392
599,1317226311669014528
600,1317216245679378432
601,1317202907444334592
602,1317200207629733889
603,1317187255019077632
604,1317162642142875654
605,1317151066035802112
606,1317118107882803203
607,1317113065544929282
608,1317108032317267968
609,1316923063649226752
610,1316920798406451205
611,1316920043553378305
612,1316917275354669061
613,1316915010606514176
614,1316914003646517249
615,1316907209465290752
616,1316903434168172551
617,1316899408315772928
618,1316896639416561666
619,1316896136116891649
620,1316894877649653761
621,1316894374500962305
622,1316888334594007040
623,1316881791425212417
624,1316854109270503426
625,1316840806502760448
626,1316840627817066496
627,1316840452235186178
628,1316831214821548033
629,1316819884081393667
630,1316808561435967488
631,1316801009184722945
632,1316792201213407232
633,1316782889808228352
634,1316768797110546432
635,1316752590860890112
636,1316752582711402497
637,1316752572875669504
638,1316751936142495745
639,1316736837524713472
640,1316572503616094208
641,1316569008594972672
642,1316559920741916672
643,1316548847712182272
644,1316513615373987840
645,1316506571082522626
646,1316493986295504897
647,1316487694818500608
648,1316478131788746756
649,1316463787579502596
650,1316446172521795584
651,1316438873405190145
652,1316417230670721024
653,1316402131197452288
654,1316393826789937152
655,1316386276572975109
656,1316369918774968322
657,1316189479544279041
658,1316178155510652929
659,1316163055760232449
660,1316155757511966721
661,1316147956689575936
662,1316137386628313088
663,1316126788972552192
664,1316110207366250496
665,1316090743925030912
666,1316072710485676034
667,1316065663916683264
668,1316054842838835200
669,1316046538339090433
670,1316038704310480896
671,1316027160075866112
672,1316021980634644480
673,1316009544481345541
674,1315823316960120833
675,1315808217620860930
676,1315798151375187968
677,1315791859919122433
678,1315784310016761857
679,1315768965281447936
680,1315768958742491136
681,1315766834101092353
682,1315745051515908096
683,1315719382182526976
684,1315706973661265920
685,1315704382378446849
686,1315691197998923795
687,1315682874495033344
688,1315678865268772865
689,1315657223004065792
690,1315449605098799104
691,1315437021570248704
692,1315423180257808385
693,1315404306258903040
694,1315389206991122432
695,1315374108218064896
696,1315343909346779136
697,1315333841767354368
698,1315321762524127240
699,1315311696022437888
700,1315079668463284224
701,1315064572940877826
702,1315046951440838656
703,1315033249186414592
704,1315024302278955011
705,1315011720709050368
706,1314985295180259329
707,1314970950484594689
708,1314959976184586246
709,1314949308194729985
710,1314942513413672961
711,1314939930255273990
712,1314922380528095232
713,1314722312105590784
714,1314714747762335746
715,1314694629720092672
716,1314678357838032897
717,1314658139715915777
718,1314639768227966977
719,1314633545357369344
720,1314620693338882051
721,1314620390682091531
722,1314612150644740096
723,1314608059482865667
724,1314583396970979328
725,1314573687534817280
726,1314570059017334786
727,1314393898333208578
728,1314373765388615682
729,1314366215914098689
730,1314358666045337602
731,1314355143022989314
732,1314346083087257603
733,1314337526694375426
734,1314334563406147585
735,1314331890011303937
736,1314323701777657856
737,1314320162317897729
738,1314300533071642625
739,1314280652322336768
740,1314265301006118913
741,1314246678153760771
742,1314229062324441089
743,1314041704815656961
744,1314034535890378752
745,1314033841661767680
746,1314031172977074176
747,1314031047013732352
748,1314029053486211073
749,1314028625893744649
750,1314026869189115905
751,1314026535037399041
752,1314025385475141633
753,1314023047398125569
754,1314021067674079238
755,1314021046878642176
756,1314019962487529477
757,1314018358950604801
758,1314017178258223110
759,1314017154379939842
760,1314014722405150722
761,1314013868633608195
762,1314012333346349056
763,1314011006650273792
764,1314010918267781120
765,1314002569706917888
766,1314000413893382144
767,1313990490036068352
768,1313978662295949314
769,1313966330861809671
770,1313943777778769922
771,1313937641805496320
772,1313922292766969856
773,1313915747479945216
774,1313911972967059456
775,1313907946389204992
776,1313898593036767232
777,1313881773755957248
778,1313860936571195392
779,1313844025296789505
780,1313839037027889154
781,1313838953359962113
782,1313663334286323714
783,1313652765319557122
784,1313646473393840128
785,1313641691602202624
786,1313633890289045504
787,1313620049165336576
788,1313616274476285953
789,1313612499263127552
790,1313608120216817671
791,1313607969557282816
792,1313585320353509381
793,1313583306932465664
794,1313582803808903168
795,1313582048691458048
796,1313581042066952192
797,1313580790530351105
798,1313577195684556800
799,1313571298799505408
800,1313566979819802629
801,1313566969849958401
802,1313544299955417089
803,1313534485418442755
804,1313531213878091776
805,1313513790047219712
806,1313513094770036736
807,1313494229126184968
808,1313464290280534017
809,1313319274677768193
810,1313304721092997125
811,1313288363361931265
812,1313287105213165569
813,1313286601796194305
814,1313283330486476801
815,1313280562086379520
816,1313279555365408769
817,1313276284093382658
818,1313275529064316928
819,1313273767301316610
820,1313273264010137600
821,1313272005701980160
822,1313269992360681472
823,1313265210921230336
824,1313253886619246593
825,1313237533627645954
826,1313228972126216193
827,1313225449036681216
828,1313215382803681280
829,1313207928514437120
830,1313207200005984261
831,1313160521126903815
832,1313153484036939778
833,1313153371315097606
834,1313116739299762176
835,1312907856161705985
836,1312883193939279872
837,1312860293085753345
838,1312831100914405379
839,1312804676547620864
840,1312776994799661057
841,1312755603215773697
842,1312546726528638977
843,1312533640392314882
844,1312514514492026881
845,1312491865095241729
846,1312471229207543809
847,1312460408192724992
848,1312388685309108224
849,1312215292655927296
850,1312206233038974976
851,1312177040561328129
852,1312169490935808000
853,1312149358356303873
854,1312126818854428673
855,1312107582975209474
856,1312065485400346625
857,1312010736604979201
858,1311828242517680135
859,1311807606365790210
860,1311796785153802241
861,1311775395679809536
862,1311762811257851906
863,1311744691776307200
864,1311742705391882244
865,1311738904068927494
866,1311722546287566857
867,1311706439795175424
868,1311677247825211393
869,1311485988447936512
870,1311481457307574274
871,1311471391208685568
872,1311460711076225024
873,1311458807999062016
874,1311452264926601217
875,1311445679122903042
876,1311445675197050881
877,1311433140078964736
878,1311423649891508224
879,1311422569522831363
880,1311415774687395840
881,1311395138506240001
882,1311379090608279552
883,1311374502505279489
884,1311365694886481920
885,1311361668111306752
886,1311351958909972482
887,1311341062430945280
888,1311305227123871744
889,1311278369296719872
890,1311268302950260737
891,1311146751869550594
892,1311143480379371520
893,1311138195497680898
894,1311137440334192640
895,1311137188969545731
896,1311136685426577408
897,1311135678974111747
898,1311132658999623685
899,1311131652303646720
900,1311129135771598854
901,1311128884121755648
902,1311126367614971906
903,1311125864193708032
904,1311125360591937536
905,1311125344649465857
906,1311124857921441792
907,1311124102820687872
908,1311121082825560065
909,1311120831032909825
910,1311117559589220355
911,1311116804773863426
912,1311115797960339456
913,1311114791201595392
914,1311104724943347713
915,1311095916820967424
916,1311084592338735104
917,1311078306926788608
918,1311064460027666444
919,1311044326932148225
920,1311034512298582017
921,1310998525321383944
922,1310990950458634247
923,1310962034813485057
924,1310950458912108546
925,1310749886816583684
926,1310738562468511745
927,1310730760656044033
928,1310718429733761024
929,1310695780299096065
930,1310670618795347970
931,1310652208208318465
932,1310644190364209155
933,1310627077809344513
934,1310583793355431937
935,1310400845989769216
936,1310354783518314497
937,1310327101183209473
938,1310313259656867840
939,1310290775809445894
940,1310270914978775041
941,1310249323578359808
942,1310236503998595073
943,1310198997202632711
944,1310003720164384782
945,1309991139584270336
946,1309979812610617346
947,1309966978006753280
948,1309949613533659136
949,1309918391411658753
950,1309908091249422336
951,1309887202529177601
952,1309869586318110721
953,1309647623880466432
954,1309620696293806080
955,1309614908636409856
956,1309598556559347713
957,1309579424354926595
958,1309561053487955968
959,1309540165862535172
960,1309513490017800192
961,1309280013733240832
962,1309261328222216195
963,1309254305346727941
964,1309235386242215940
965,1309233591654776833
966,1309229372344283138
967,1309229177619578888
968,1309222572957949952
969,1309163181605113857
970,1308965630104616961
971,1308959338384384002
972,1308954305278468096
973,1308951033826160641
974,1308812711652802563
975,1308803310464376833
976,1308789469131075591
977,1308769085170229250
978,1308580592938778624
979,1308559201958985729
980,1308557465764507652
981,1308551400473817088
982,1308545746971570177
983,1308541590382682113
984,1308500313909997568
985,1308488739509866496
986,1308474645000138758
987,1308451240838344706
988,1308423054834401281
989,1308394869153361926
990,1308205622039437312
991,1308195555940749316
992,1308187250883284994
993,1308125298836172800
994,1308050854352695296
995,1307831910089990144
996,1307825366396891136
997,1307806086662156288
998,1307806085680594944
999,1307775538237333504
1000,1307759792220524544
1001,1307751763114557440
1002,1307747067960258560
1003,1307726217257259009
1004,1307703815630540802
1005,1307491919384260609
1006,1307456938716749825
1007,1307445614184198151
1008,1307424474938122245
1009,1307396540932280320
1010,1307146895802785792
1011,1307145637595459587
1012,1307095809226235904
1013,1307093292937428992
1014,1307076903296274432
1015,1307076683044806657
1016,1307067371903954946
1017,1307062087126982656
1018,1307047965945524224
1019,1307025345082724352
1020,1307002947285315586
1021,1306975013355089922
1022,1306972470537224193
1023,1306778468034650112
1024,1306777461557022730
1025,1306772679802920960
1026,1306766136747470848
1027,1306765130210795520
1028,1306763872020422656
1029,1306759593607852032
1030,1306756070585573378
1031,1306753050623836161
1032,1306750785879973888
1033,1306749527366410240
1034,1306742229352902656
1035,1306734679601668098
1036,1306721341832216576
1037,1306695924308013056
1038,1306669797623517184
1039,1306661700054196227
1040,1306644082597531654
1041,1306620175106465796
1042,1306612373722030081
1043,1306594254765068288
1044,1306403748898656257
1045,1306399974276526081
1046,1306384874643894272
1047,1306373549939195905
1048,1306357192262590467
1049,1306334039557586944
1050,1306319984721682432
1051,1306279178304536576
1052,1306254264298213378
1053,1306245959421177856
1054,1306236396378546179
1055,1306055202290544640
1056,1306053944066494465
1057,1306030539783110657
1058,1306013661173932033
1059,1305996062591574017
1060,1305983479830593536
1061,1305974675370106881
1062,1305954790711734272
1063,1305929147441532930
1064,1305922616276979712
1065,1305912512265641984
1066,1305884830370988035
1067,1305881558235189249
1068,1305680232469467137
1069,1305666390670675969
1070,1305648774157565952
1071,1305608509229207552
1072,1305605992483258371
1073,1305578058326343683
1074,1305559162080747525
1075,1305537793414889472
1076,1305510362255564801
1077,1305300227721703424
1078,1305287645635829761
1079,1305275061671206914
1080,1305260921367990277
1081,1305260678991810562
1082,1305260465585451008
1083,1305250902861918208
1084,1305229763464900608
1085,1305160054346141703
1086,1304935826682458112
1087,1304920726932041729
1088,1304879958808985602
1089,1304866117354020864
1090,1304860328920981504
1091,1304847494518575108
1092,1304796917763768320
1093,1304563623998570496
1094,1304473050075860997
1095,1304473048771420165
1096,1304473047110475776
1097,1304473044916875264
1098,1304450463920779264
1099,1304219355404791808
1100,1304209289456672768
1101,1304171037240619008
1102,1304158957687263235
1103,1304147637201854464
1104,1304130016955990017
1105,1304114917352456192
1106,1304096798060019713
1107,1304085725009248256
1108,1304051499358662656
1109,1303867788759568384
1110,1303839351671980032
1111,1303826768525131776
1112,1303807139203493888
1113,1303789774851907584
1114,1303756807895220226
1115,1303750335345733632
1116,1303729880211759104
1117,1303718557201690624
1118,1303699681420087296
1119,1303495445717512192
1120,1303495444018929665
1121,1303495442924212224
1122,1303495441875640321
1123,1303495440701313025
1124,1303487030052007936
1125,1303467287610036224
1126,1303460102649843717
1127,1303435439978803202
1128,1303423093176774657
1129,1303413042470776832
1130,1303392660699451392
1131,1303370008832155648
1132,1303334776959651840
1133,1303123383840890880
1134,1303098219337981954
1135,1303079343766331393
1136,1303056694360944640
1137,1303036310177951747
1138,1303011396041486340
1139,1303001581437165570
1140,1302969877154668544
1141,1302769803925487616
1142,1302763609194467328
1143,1302732055214653441
1144,1302705631938347009
1145,1302675432144351234
1146,1302649007991214081
1147,1302615789313417217
1148,1302396094886813698
1149,1302371428994412544
1150,1302343746756005891
1151,1302325123802824704
1152,1302302977953271808
1153,1302033703539937285
1154,1301990711013838849
1155,1301990709910794243
1156,1301990708920844291
1157,1301926526925983744
1158,1301923209969836035
1159,1301913914922299393
1160,1301697991481458688
1161,1301686419421888512
1162,1301677355526770689
1163,1301666282589347841
1164,1301657977821241344
1165,1301638096992206850
1166,1301594146390466562
1167,1301560082933530625
1168,1301535924111761408
1169,1301322769045557250
1170,1301316478889680897
1171,1301302636881342466
1172,1301285020448034817
1173,1301267404253786114
1174,1301237205617135617
1175,1301219337865433097
1176,1301208423036407808
1177,1301189337850277892
1178,1301186118621290498
1179,1301162966255980545
1180,1300939997059493888
1181,1300919864295436288
1182,1300891426876612608
1183,1300868022740156417
1184,1300842856974819328
1185,1300829123099623424
1186,1300811647200579589
1187,1300804101677015042
1188,1300611877576347649
1189,1300609317872295936
1190,1300606801356959744
1191,1300604392148733952
1192,1300604391234379778
1193,1300599253207785472
1194,1300591702219132928
1195,1300583900503183360
1196,1300576603295158272
1197,1300569556382085120
1198,1300559741220016128
1199,1300500098233839616
1200,1300496925129666561
1201,1300495317041729536
1202,1300494058746458116
1203,1300492800161583104
1204,1300491542000361473
1205,1300490032042725377
1206,1300488129418129409
1207,1300471409735536642
1208,1300461343045083136
1209,1300448261321502720
1210,1300403965201444866
1211,1300218744539619336
1212,1300210188146946050
1213,1300164708528533505
1214,1300164707081498630
1215,1300164706007740416
1216,1300100974711721984
1217,1300040570593783809
1218,1299851827442221057
1219,1299846890725560323
1220,1299791428621463552
1221,1299761231620902913
1222,1299738581435445250
1223,1299723485611130887
1224,1299693287184367616
1225,1299542508586885122
1226,1299497492120326144
1227,1299481889003024384
1228,1299467041498263554
1229,1299451941987078146
1230,1299445398935797760
1231,1299435332358807554
1232,1299428285948899329
1233,1299409914964533248
1234,1299400100331040769
1235,1299324602863292416
1236,1299189210641907713
1237,1299186945558482945
1238,1299184932384768001
1239,1299180253580066816
1240,1299179647570120704
1241,1299177885933039617
1242,1299176879295873025
1243,1299174614434607104
1244,1299172852760014848
1245,1299170839410216961
1246,1299168574515286016
1247,1299166561299701763
1248,1299164296329523200
1249,1299145925273612288
1250,1299141898901299201
1251,1299136865560268800
1252,1299129064234446850
1253,1299107421818957824
1254,1299086282308505601
1255,1299073447729872896
1256,1299059992490721280
1257,1299053063685038080
1258,1299020599650648065
1259,1299003235261444096
1260,1298997698587176961
1261,1298823802747596801
1262,1298816001497108480
1263,1298813233214582784
1264,1298784795875397632
1265,1298769069466845186
1266,1298754093599485952
1267,1298740252262072321
1268,1298707587098181640
1269,1298697722304888833
1270,1298681622334550016
1271,1298655192234237953
1272,1298627006133874699
1273,1298613668784087041
1274,1298446258944839680
1275,1298444302117298178
1276,1298416871369256961
1277,1298391957308284929
1278,1298382897695645696
1279,1298343890760732673
1280,1298330301048016898
1281,1298098272037462016
1282,1298088960778842112
1283,1298082669247565825
1284,1298069196228759562
1285,1298054987394629633
1286,1298045927148539904
1287,1297936455986290693
1288,1297694360545484801
1289,1297667433239470081
1290,1297633459343708164
1291,1297617101666971648
1292,1297595030002180099
1293,1297570544867475458
1294,1297546385760419841
1295,1297318886573047813
1296,1297288687630389250
1297,1297258488561836036
1298,1297228289497415683
1299,1297206657576046595
1300,1297190540941950976
1301,1297177957966811136
1302,1296969081745154049
1303,1296960021947916290
1304,1296949200567992321
1305,1296944670765809665
1306,1296934352710901760
1307,1296924538077233152
1308,1296858855331127298
1309,1296828908210286592
1310,1296662561740353536
1311,1296660462533251073
1312,1296656158745296896
1313,1296655395428208642
1314,1296652865574965248
1315,1296652312820285446
1316,1296647615447207939
1317,1296640164274548737
1318,1296638402788339712
1319,1296632614636253184
1320,1296621289935781889
1321,1296609450422226944
1322,1296609210252304386
1323,1296605436691456001
1324,1296599144119914499
1325,1296591594431209472
1326,1296583289780801536
1327,1296552589106937856
1328,1296538746171449344
1329,1296527421391298560
1330,1296511566888579072
1331,1296482122832777221
1332,1296441102770286592
1333,1296429516307431424
1334,1296288346545717249
1335,1296286109652193280
1336,1296276722892124160
1337,1296273498164404224
1338,1296271988126814208
1339,1296271721578795010
1340,1296271651282321410
1341,1296271615815307265
1342,1296258902120517633
1343,1296257643653165056
1344,1296255630483894272
1345,1296255127158841345
1346,1296253868901142529
1347,1296251855782031361
1348,1296249856801902594
1349,1296246966381432833
1350,1296236756317200384
1351,1296224173161816064
1352,1296195232858542083
1353,1296176609788076034
1354,1296158742115827712
1355,1296134834545283072
1356,1296107655723921415
1357,1296094240959848448
1358,1296083244694216704
1359,1295925706468274183
1360,1295922106589487106
